point_id,lat,lon,z_m,status,banda_max,rx_max_dbm,rx_B2,rx_B4,rx_B7,rx_B25,rx_B26,rx_B28,rx_B41,rx_B66
P004242,-31.5093741,-60.7211763,7.5,OUT,B26,-51.48,-59.99,-60.72,-62.62,-60.0,-51.48,-51.99,-62.42,-60.81
P004243,-31.5093741,-60.7211447,7.5,OUT,B26,-51.51,-60.01,-60.74,-62.65,-60.02,-51.51,-52.01,-62.44,-60.83
P004244,-31.5093741,-60.7211131,7.5,OUT,B26,-51.53,-60.03,-60.77,-62.67,-60.04,-51.53,-52.04,-62.46,-60.86
P004245,-31.5093741,-60.7210815,7.5,OUT,B26,-51.56,-60.06,-60.79,-62.69,-60.07,-51.56,-52.06,-62.49,-60.88
P004246,-31.5093741,-60.7210498,7.5,OUT,B26,-51.59,-60.08,-60.82,-62.72,-60.09,-51.59,-52.08,-62.51,-60.91
P004247,-31.5093741,-60.7210182,7.5,OUT,B26,-51.61,-60.11,-60.84,-62.74,-60.12,-51.61,-52.11,-62.54,-60.93
P004248,-31.5093741,-60.7209866,7.5,OUT,B26,-51.64,-60.13,-60.86,-62.77,-60.14,-51.64,-52.13,-62.56,-60.95
P004249,-31.5093741,-60.720955,7.5,OUT,B26,-51.66,-60.15,-60.89,-62.79,-60.17,-51.66,-52.16,-62.59,-60.98
P004250,-31.5093741,-60.7209234,7.5,OUT,B26,-51.69,-60.18,-60.91,-62.82,-60.19,-51.69,-52.18,-62.61,-61.0
P004251,-31.5093741,-60.7208918,7.5,OUT,B26,-51.72,-60.2,-60.94,-62.84,-60.21,-51.72,-52.21,-62.63,-61.03
P004252,-31.5093741,-60.7208602,7.5,OUT,B26,-51.74,-60.23,-60.96,-62.86,-60.24,-51.74,-52.23,-62.66,-61.05
P004253,-31.5093472,-60.7241793,7.5,OUT,B26,-49.39,-58.09,-58.82,-60.72,-58.1,-49.39,-50.09,-60.52,-58.91
P004254,-31.5093472,-60.7241476,7.5,OUT,B26,-49.41,-58.1,-58.83,-60.74,-58.11,-49.41,-50.1,-60.53,-58.92
P004255,-31.5093472,-60.724116,7.5,OUT,B26,-49.42,-58.11,-58.84,-60.75,-58.12,-49.42,-50.11,-60.54,-58.93
P004256,-31.5093472,-60.7240844,7.5,OUT,B26,-49.44,-58.12,-58.85,-60.76,-58.13,-49.44,-50.12,-60.55,-58.95
P004257,-31.5093472,-60.7240528,7.5,OUT,B26,-49.45,-58.13,-58.87,-60.77,-58.15,-49.45,-50.14,-60.57,-58.96
P004258,-31.5093472,-60.7240212,7.5,OUT,B26,-49.47,-58.15,-58.88,-60.78,-58.16,-49.47,-50.15,-60.58,-58.97
P004259,-31.5093472,-60.7239896,7.5,OUT,B26,-49.49,-58.16,-58.89,-60.79,-58.17,-49.49,-50.16,-60.59,-58.98
P004260,-31.5093472,-60.723958,7.5,OUT,B26,-49.5,-58.17,-58.9,-60.81,-58.18,-49.5,-50.17,-60.6,-59.0
P004261,-31.5093472,-60.7239264,7.5,OUT,B26,-49.52,-58.18,-58.92,-60.82,-58.2,-49.52,-50.19,-60.62,-59.01
P004262,-31.5093472,-60.7238948,7.5,OUT,B26,-49.54,-58.2,-58.93,-60.83,-58.21,-49.54,-50.2,-60.63,-59.02
P004263,-31.5093472,-60.7238632,7.5,OUT,B26,-49.55,-58.21,-58.94,-60.85,-58.22,-49.55,-50.21,-60.64,-59.04
P004264,-31.5093472,-60.7238315,7.5,OUT,B26,-49.57,-58.23,-58.96,-60.86,-58.24,-49.57,-50.23,-60.66,-59.05
P004265,-31.5093472,-60.7237999,7.5,OUT,B26,-49.59,-58.24,-58.97,-60.88,-58.25,-49.59,-50.24,-60.67,-59.06
P004266,-31.5093472,-60.7237683,7.5,OUT,B26,-49.61,-58.25,-58.99,-60.89,-58.27,-49.61,-50.26,-60.68,-59.08
P004267,-31.5093472,-60.7237367,7.5,OUT,B26,-49.62,-58.27,-59.0,-60.9,-58.28,-49.62,-50.27,-60.7,-59.09
P004268,-31.5093472,-60.7237051,7.5,OUT,B26,-49.64,-58.28,-59.02,-60.92,-58.29,-49.64,-50.29,-60.71,-59.11
P004269,-31.5093472,-60.7236735,7.5,OUT,B26,-49.66,-58.3,-59.03,-60.94,-58.31,-49.66,-50.3,-60.73,-59.12
P004270,-31.5093472,-60.7236419,7.5,OUT,B26,-49.68,-58.31,-59.05,-60.95,-58.33,-49.68,-50.32,-60.75,-59.14
P004271,-31.5093472,-60.7236103,7.5,OUT,B26,-49.7,-58.33,-59.06,-60.97,-58.34,-49.7,-50.33,-60.76,-59.15
P004272,-31.5093472,-60.7235787,7.5,OUT,B26,-49.72,-58.35,-59.08,-60.98,-58.36,-49.72,-50.35,-60.78,-59.17
P004273,-31.5093472,-60.7235471,7.5,OUT,B26,-49.74,-58.36,-59.1,-61.0,-58.37,-49.74,-50.36,-60.79,-59.19
P004278,-31.5093472,-60.723389,7.5,OUT,B26,-49.84,-58.45,-59.18,-61.08,-58.46,-49.84,-50.45,-60.88,-59.27
P004279,-31.5093472,-60.7233574,7.5,OUT,B26,-49.86,-58.47,-59.2,-61.1,-58.48,-49.86,-50.47,-60.9,-59.29
P004280,-31.5093472,-60.7233258,7.5,OUT,B26,-49.88,-58.48,-59.22,-61.12,-58.49,-49.88,-50.49,-60.91,-59.31
P004281,-31.5093472,-60.7232942,7.5,OUT,B26,-49.9,-58.5,-59.23,-61.14,-58.51,-49.9,-50.5,-60.93,-59.33
P004282,-31.5093472,-60.7232626,7.5,OUT,B26,-49.92,-58.52,-59.25,-61.16,-58.53,-49.92,-50.52,-60.95,-59.34
P004283,-31.5093472,-60.723231,7.5,OUT,B26,-49.94,-58.54,-59.27,-61.17,-58.55,-49.94,-50.54,-60.97,-59.36
P004284,-31.5093472,-60.7231993,7.5,OUT,B26,-49.96,-58.56,-59.29,-61.19,-58.57,-49.96,-50.56,-60.99,-59.38
P004285,-31.5093472,-60.7231677,7.5,OUT,B26,-49.98,-58.58,-59.31,-61.21,-58.59,-49.98,-50.58,-61.01,-59.4
P004286,-31.5093472,-60.7231361,7.5,OUT,B26,-50.0,-58.6,-59.33,-61.23,-58.61,-50.0,-50.6,-61.03,-59.42
P004287,-31.5093472,-60.7231045,7.5,OUT,B26,-50.03,-58.61,-59.35,-61.25,-58.63,-50.03,-50.62,-61.05,-59.44
P004288,-31.5093472,-60.7230729,7.5,OUT,B26,-50.05,-58.63,-59.37,-61.27,-58.65,-50.05,-50.64,-61.07,-59.46
P004293,-31.5093472,-60.7229149,7.5,OUT,B26,-50.16,-58.73,-59.47,-61.37,-58.75,-50.16,-50.74,-61.17,-59.56
P004294,-31.5093472,-60.7228832,7.5,OUT,B26,-50.18,-58.76,-59.49,-61.39,-58.77,-50.18,-50.76,-61.19,-59.58
P004295,-31.5093472,-60.7228516,7.5,OUT,B26,-50.21,-58.78,-59.51,-61.41,-58.79,-50.21,-50.78,-61.21,-59.6
P004296,-31.5093472,-60.72282,7.5,OUT,B26,-50.23,-58.8,-59.53,-61.43,-58.81,-50.23,-50.8,-61.23,-59.62
P004297,-31.5093472,-60.7227884,7.5,OUT,B26,-50.25,-58.82,-59.55,-61.45,-58.83,-50.25,-50.82,-61.25,-59.64
P004298,-31.5093472,-60.7227568,7.5,OUT,B26,-50.27,-58.84,-59.57,-61.48,-58.85,-50.27,-50.84,-61.27,-59.66
P004299,-31.5093472,-60.7227252,7.5,OUT,B26,-50.3,-58.86,-59.59,-61.5,-58.87,-50.3,-50.86,-61.29,-59.68
P004300,-31.5093472,-60.7226936,7.5,OUT,B26,-50.32,-58.88,-59.61,-61.52,-58.89,-50.32,-50.88,-61.31,-59.71
P004301,-31.5093472,-60.722662,7.5,OUT,B26,-50.35,-58.9,-59.64,-61.54,-58.91,-50.35,-50.91,-61.33,-59.73
P004302,-31.5093472,-60.7226304,7.5,OUT,B26,-50.37,-58.93,-59.66,-61.56,-58.94,-50.37,-50.93,-61.36,-59.75
P004303,-31.5093472,-60.7225987,7.5,OUT,B26,-50.39,-58.95,-59.68,-61.58,-58.96,-50.39,-50.95,-61.38,-59.77
P004304,-31.5093472,-60.7225671,7.5,OUT,B26,-50.42,-58.97,-59.7,-61.61,-58.98,-50.42,-50.97,-61.4,-59.79
P004305,-31.5093472,-60.7225355,7.5,OUT,B26,-50.44,-58.99,-59.72,-61.63,-59.0,-50.44,-50.99,-61.42,-59.82
P004306,-31.5093472,-60.7225039,7.5,OUT,B26,-50.46,-59.01,-59.75,-61.65,-59.02,-50.46,-51.02,-61.44,-59.84
P004307,-31.5093472,-60.7224723,7.5,OUT,B26,-50.49,-59.04,-59.77,-61.67,-59.05,-50.49,-51.04,-61.47,-59.86
P004308,-31.5093472,-60.7224407,7.5,OUT,B26,-50.51,-59.06,-59.79,-61.69,-59.07,-50.51,-51.06,-61.49,-59.88
P004309,-31.5093472,-60.7224091,7.5,OUT,B26,-50.53,-59.08,-59.81,-61.72,-59.09,-50.53,-51.08,-61.51,-59.9
P004310,-31.5093472,-60.7223775,7.5,OUT,B26,-50.56,-59.1,-59.84,-61.74,-59.11,-50.56,-51.11,-61.53,-59.93
P004311,-31.5093472,-60.7223459,7.5,OUT,B26,-50.58,-59.13,-59.86,-61.76,-59.14,-50.58,-51.13,-61.56,-59.95
P004312,-31.5093472,-60.7223143,7.5,OUT,B26,-50.6,-59.15,-59.88,-61.79,-59.16,-50.6,-51.15,-61.58,-59.97
P004313,-31.5093472,-60.7222826,7.5,OUT,B26,-50.63,-59.17,-59.91,-61.81,-59.18,-50.63,-51.17,-61.6,-60.0
P004314,-31.5093472,-60.722251,7.5,OUT,B26,-50.65,-59.2,-59.93,-61.83,-59.21,-50.65,-51.2,-61.63,-60.02
P004315,-31.5093472,-60.7222194,7.5,OUT,B26,-50.68,-59.22,-59.95,-61.85,-59.23,-50.68,-51.22,-61.65,-60.04
P004316,-31.5093472,-60.7221878,7.5,OUT,B26,-50.7,-59.24,-59.97,-61.88,-59.25,-50.7,-51.24,-61.67,-60.07
P004317,-31.5093472,-60.7221562,7.5,OUT,B26,-50.73,-59.27,-60.0,-61.9,-59.28,-50.73,-51.27,-61.7,-60.09
P004318,-31.5093472,-60.7221246,7.5,OUT,B26,-50.75,-59.29,-60.02,-61.92,-59.3,-50.75,-51.29,-61.72,-60.11
P004319,-31.5093472,-60.722093,7.5,OUT,B26,-50.78,-59.31,-60.04,-61.95,-59.32,-50.78,-51.31,-61.74,-60.14
P004320,-31.5093472,-60.7220614,7.5,OUT,B26,-50.8,-59.34,-60.07,-61.97,-59.35,-50.8,-51.34,-61.77,-60.16
P004321,-31.5093472,-60.7220298,7.5,OUT,B26,-50.82,-59.36,-60.09,-62.0,-59.37,-50.82,-51.36,-61.79,-60.18
P004322,-31.5093472,-60.7219982,7.5,OUT,B26,-50.85,-59.38,-60.12,-62.02,-59.39,-50.85,-51.39,-61.81,-60.21
P004323,-31.5093472,-60.7219665,7.5,OUT,B26,-50.87,-59.41,-60.14,-62.04,-59.42,-50.87,-51.41,-61.84,-60.23
P004324,-31.5093472,-60.7219349,7.5,OUT,B26,-50.9,-59.43,-60.16,-62.07,-59.44,-50.9,-51.43,-61.86,-60.25
P004325,-31.5093472,-60.7219033,7.5,OUT,B26,-50.92,-59.45,-60.19,-62.09,-59.47,-50.92,-51.46,-61.89,-60.28
P004326,-31.5093472,-60.7218717,7.5,OUT,B26,-50.95,-59.48,-60.21,-62.11,-59.49,-50.95,-51.48,-61.91,-60.3
P004327,-31.5093472,-60.7218401,7.5,OUT,B26,-50.97,-59.5,-60.24,-62.14,-59.51,-50.97,-51.5,-61.93,-60.33
P004328,-31.5093472,-60.7218085,7.5,OUT,B26,-51.0,-59.53,-60.26,-62.16,-59.54,-51.0,-51.53,-61.96,-60.35
P004329,-31.5093472,-60.7217769,7.5,OUT,B26,-51.02,-59.55,-60.28,-62.19,-59.56,-51.02,-51.55,-61.98,-60.37
P004330,-31.5093472,-60.7217453,7.5,OUT,B26,-51.05,-59.57,-60.31,-62.21,-59.59,-51.05,-51.58,-62.01,-60.4
P004331,-31.5093472,-60.7217137,7.5,OUT,B26,-51.08,-59.6,-60.33,-62.24,-59.61,-51.08,-51.6,-62.03,-60.42
P004332,-31.5093472,-60.7216821,7.5,OUT,B26,-51.1,-59.62,-60.36,-62.26,-59.63,-51.1,-51.63,-62.05,-60.45
P004333,-31.5093472,-60.7216504,7.5,OUT,B26,-51.13,-59.65,-60.38,-62.28,-59.66,-51.13,-51.65,-62.08,-60.47
P004334,-31.5093472,-60.7216188,7.5,OUT,B26,-51.15,-59.67,-60.4,-62.31,-59.68,-51.15,-51.67,-62.1,-60.5
P004335,-31.5093472,-60.7215872,7.5,OUT,B26,-51.18,-59.7,-60.43,-62.33,-59.71,-51.18,-51.7,-62.13,-60.52
P004336,-31.5093472,-60.7215556,7.5,OUT,B26,-51.2,-59.72,-60.45,-62.36,-59.73,-51.2,-51.72,-62.15,-60.54
P004337,-31.5093472,-60.721524,7.5,OUT,B26,-51.23,-59.74,-60.48,-62.38,-59.76,-51.23,-51.75,-62.18,-60.57
P004338,-31.5093472,-60.7214924,7.5,OUT,B26,-51.25,-59.77,-60.5,-62.41,-59.78,-51.25,-51.77,-62.2,-60.59
P004339,-31.5093472,-60.7214608,7.5,OUT,B26,-51.28,-59.79,-60.53,-62.43,-59.8,-51.28,-51.8,-62.22,-60.62
P004340,-31.5093472,-60.7214292,7.5,OUT,B26,-51.3,-59.82,-60.55,-62.45,-59.83,-51.3,-51.82,-62.25,-60.64
P004341,-31.5093472,-60.7213976,7.5,OUT,B26,-51.33,-59.84,-60.58,-62.48,-59.85,-51.33,-51.84,-62.27,-60.67
P004342,-31.5093472,-60.721366,7.5,OUT,B26,-51.36,-59.87,-60.6,-62.5,-59.88,-51.36,-51.87,-62.3,-60.69
P004343,-31.5093472,-60.7213343,7.5,OUT,B26,-51.38,-59.89,-60.62,-62.53,-59.9,-51.38,-51.89,-62.32,-60.72
P004344,-31.5093472,-60.7213027,7.5,OUT,B26,-51.41,-59.92,-60.65,-62.55,-59.93,-51.41,-51.92,-62.35,-60.74
P004345,-31.5093472,-60.7212711,7.5,OUT,B26,-51.43,-59.94,-60.67,-62.58,-59.95,-51.43,-51.94,-62.37,-60.76
P004346,-31.5093472,-60.7212395,7.5,OUT,B26,-51.46,-59.97,-60.7,-62.6,-59.98,-51.46,-51.97,-62.4,-60.79
P004347,-31.5093472,-60.7212079,7.5,OUT,B26,-51.49,-59.99,-60.72,-62.63,-60.0,-51.49,-51.99,-62.42,-60.81
P004348,-31.5093472,-60.7211763,7.5,OUT,B26,-51.51,-60.01,-60.75,-62.65,-60.03,-51.51,-52.02,-62.45,-60.84
P004349,-31.5093472,-60.7211447,7.5,OUT,B26,-51.54,-60.04,-60.77,-62.67,-60.05,-51.54,-52.04,-62.47,-60.86
P004350,-31.5093472,-60.7211131,7.5,OUT,B26,-51.56,-60.06,-60.8,-62.7,-60.07,-51.56,-52.06,-62.49,-60.89
P004351,-31.5093472,-60.7210815,7.5,OUT,B26,-51.59,-60.09,-60.82,-62.72,-60.1,-51.59,-52.09,-62.52,-60.91
P004352,-31.5093472,-60.7210498,7.5,OUT,B26,-51.61,-60.11,-60.84,-62.75,-60.12,-51.61,-52.11,-62.54,-60.93
P004353,-31.5093472,-60.7210182,7.5,OUT,B26,-51.64,-60.13,-60.87,-62.77,-60.15,-51.64,-52.14,-62.57,-60.96
P004354,-31.5093472,-60.7209866,7.5,OUT,B26,-51.67,-60.16,-60.89,-62.79,-60.17,-51.67,-52.16,-62.59,-60.98
P004355,-31.5093472,-60.720955,7.5,OUT,B26,-51.69,-60.18,-60.92,-62.82,-60.19,-51.69,-52.18,-62.61,-61.01
P004356,-31.5093202,-60.7241793,7.5,OUT,B26,-49.43,-58.14,-58.87,-60.77,-58.15,-49.43,-50.14,-60.57,-58.96
P004357,-31.5093202,-60.7241476,7.5,OUT,B26,-49.45,-58.15,-58.88,-60.78,-58.16,-49.45,-50.15,-60.58,-58.97
P004358,-31.5093202,-60.724116,7.5,OUT,B26,-49.47,-58.16,-58.89,-60.8,-58.17,-49.47,-50.16,-60.59,-58.98
P004359,-31.5093202,-60.7240844,7.5,OUT,B26,-49.48,-58.17,-58.9,-60.81,-58.18,-49.48,-50.17,-60.6,-58.99
P004360,-31.5093202,-60.7240528,7.5,OUT,B26,-49.5,-58.18,-58.92,-60.82,-58.19,-49.5,-50.18,-60.61,-59.01
P004361,-31.5093202,-60.7240212,7.5,OUT,B26,-49.51,-58.19,-58.93,-60.83,-58.21,-49.51,-50.2,-60.63,-59.02
P004362,-31.5093202,-60.7239896,7.5,OUT,B26,-49.53,-58.21,-58.94,-60.84,-58.22,-49.53,-50.21,-60.64,-59.03
P004363,-31.5093202,-60.723958,7.5,OUT,B26,-49.55,-58.22,-58.95,-60.86,-58.23,-49.55,-50.22,-60.65,-59.04
P004364,-31.5093202,-60.7239264,7.5,OUT,B26,-49.56,-58.23,-58.96,-60.87,-58.24,-49.56,-50.23,-60.66,-59.06
P004365,-31.5093202,-60.7238948,7.5,OUT,B26,-49.58,-58.25,-58.98,-60.88,-58.26,-49.58,-50.25,-60.68,-59.07
P004366,-31.5093202,-60.7238632,7.5,OUT,B26,-49.6,-58.26,-58.99,-60.9,-58.27,-49.6,-50.26,-60.69,-59.08
P004367,-31.5093202,-60.7238315,7.5,OUT,B26,-49.61,-58.27,-59.01,-60.91,-58.28,-49.61,-50.27,-60.7,-59.1
P004368,-31.5093202,-60.7237999,7.5,OUT,B26,-49.63,-58.29,-59.02,-60.92,-58.3,-49.63,-50.29,-60.72,-59.11
P004369,-31.5093202,-60.7237683,7.5,OUT,B26,-49.65,-58.3,-59.03,-60.94,-58.31,-49.65,-50.3,-60.73,-59.12
P004370,-31.5093202,-60.7237367,7.5,OUT,B26,-49.67,-58.32,-59.05,-60.95,-58.33,-49.67,-50.32,-60.75,-59.14
P004371,-31.5093202,-60.7237051,7.5,OUT,B26,-49.69,-58.33,-59.06,-60.97,-58.34,-49.69,-50.33,-60.76,-59.15
P004372,-31.5093202,-60.7236735,7.5,OUT,B26,-49.7,-58.35,-59.08,-60.98,-58.36,-49.7,-50.35,-60.78,-59.17
P004373,-31.5093202,-60.7236419,7.5,OUT,B26,-49.72,-58.36,-59.09,-61.0,-58.37,-49.72,-50.36,-60.79,-59.18
P004374,-31.5093202,-60.7236103,7.5,OUT,B26,-49.74,-58.38,-59.11,-61.01,-58.39,-49.74,-50.38,-60.81,-59.2
P004375,-31.5093202,-60.7235787,7.5,OUT,B26,-49.76,-58.39,-59.12,-61.03,-58.4,-49.76,-50.39,-60.82,-59.22
P004376,-31.5093202,-60.7235471,7.5,OUT,B26,-49.78,-58.41,-59.14,-61.04,-58.42,-49.78,-50.41,-60.84,-59.23
P004381,-31.5093202,-60.723389,7.5,OUT,B26,-49.88,-58.49,-59.22,-61.13,-58.5,-49.88,-50.49,-60.92,-59.32
P004382,-31.5093202,-60.7233574,7.5,OUT,B26,-49.9,-58.51,-59.24,-61.15,-58.52,-49.9,-50.51,-60.94,-59.33
P004383,-31.5093202,-60.7233258,7.5,OUT,B26,-49.92,-58.53,-59.26,-61.16,-58.54,-49.92,-50.53,-60.96,-59.35
P004384,-31.5093202,-60.7232942,7.5,OUT,B26,-49.94,-58.55,-59.28,-61.18,-58.56,-49.94,-50.55,-60.98,-59.37
P004385,-31.5093202,-60.7232626,7.5,OUT,B26,-49.96,-58.56,-59.3,-61.2,-58.57,-49.96,-50.57,-60.99,-59.39
P004386,-31.5093202,-60.723231,7.5,OUT,B26,-49.98,-58.58,-59.31,-61.22,-58.59,-49.98,-50.58,-61.01,-59.41
P004387,-31.5093202,-60.7231993,7.5,OUT,B26,-50.0,-58.6,-59.33,-61.24,-58.61,-50.0,-50.6,-61.03,-59.42
P004388,-31.5093202,-60.7231677,7.5,OUT,B26,-50.02,-58.62,-59.35,-61.26,-58.63,-50.02,-50.62,-61.05,-59.44
P004389,-31.5093202,-60.7231361,7.5,OUT,B26,-50.05,-58.64,-59.37,-61.27,-58.65,-50.05,-50.64,-61.07,-59.46
P004390,-31.5093202,-60.7231045,7.5,OUT,B26,-50.07,-58.66,-59.39,-61.29,-58.67,-50.07,-50.66,-61.09,-59.48
P004391,-31.5093202,-60.7230729,7.5,OUT,B26,-50.09,-58.68,-59.41,-61.31,-58.69,-50.09,-50.68,-61.11,-59.5
P004396,-31.5093202,-60.7229149,7.5,OUT,B26,-50.2,-58.78,-59.51,-61.41,-58.79,-50.2,-50.78,-61.21,-59.6
P004397,-31.5093202,-60.7228832,7.5,OUT,B26,-50.22,-58.8,-59.53,-61.43,-58.81,-50.22,-50.8,-61.23,-59.62
P004398,-31.5093202,-60.7228516,7.5,OUT,B26,-50.24,-58.82,-59.55,-61.45,-58.83,-50.24,-50.82,-61.25,-59.64
P004399,-31.5093202,-60.72282,7.5,OUT,B26,-50.27,-58.84,-59.57,-61.47,-58.85,-50.27,-50.84,-61.27,-59.66
P004400,-31.5093202,-60.7227884,7.5,OUT,B26,-50.29,-58.86,-59.59,-61.49,-58.87,-50.29,-50.86,-61.29,-59.68
P004401,-31.5093202,-60.7227568,7.5,OUT,B26,-50.31,-58.88,-59.61,-61.51,-58.89,-50.31,-50.88,-61.31,-59.7
P004402,-31.5093202,-60.7227252,7.5,OUT,B26,-50.34,-58.9,-59.63,-61.54,-58.91,-50.34,-50.9,-61.33,-59.72
P004403,-31.5093202,-60.7226936,7.5,OUT,B26,-50.36,-58.92,-59.65,-61.56,-58.93,-50.36,-50.92,-61.35,-59.74
P004404,-31.5093202,-60.722662,7.5,OUT,B26,-50.38,-58.94,-59.68,-61.58,-58.95,-50.38,-50.94,-61.37,-59.77
P004405,-31.5093202,-60.7226304,7.5,OUT,B26,-50.41,-58.96,-59.7,-61.6,-58.97,-50.41,-50.97,-61.39,-59.79
P004406,-31.5093202,-60.7225987,7.5,OUT,B26,-50.43,-58.99,-59.72,-61.62,-59.0,-50.43,-50.99,-61.42,-59.81
P004407,-31.5093202,-60.7225671,7.5,OUT,B26,-50.45,-59.01,-59.74,-61.64,-59.02,-50.45,-51.01,-61.44,-59.83
P004408,-31.5093202,-60.7225355,7.5,OUT,B26,-50.48,-59.03,-59.76,-61.67,-59.04,-50.48,-51.03,-61.46,-59.85
P004409,-31.5093202,-60.7225039,7.5,OUT,B26,-50.5,-59.05,-59.78,-61.69,-59.06,-50.5,-51.05,-61.48,-59.88
P004410,-31.5093202,-60.7224723,7.5,OUT,B26,-50.52,-59.07,-59.81,-61.71,-59.08,-50.52,-51.08,-61.5,-59.9
P004411,-31.5093202,-60.7224407,7.5,OUT,B26,-50.55,-59.1,-59.83,-61.73,-59.11,-50.55,-51.1,-61.53,-59.92
P004412,-31.5093202,-60.7224091,7.5,OUT,B26,-50.57,-59.12,-59.85,-61.75,-59.13,-50.57,-51.12,-61.55,-59.94
P004413,-31.5093202,-60.7223775,7.5,OUT,B26,-50.59,-59.14,-59.87,-61.78,-59.15,-50.59,-51.14,-61.57,-59.96
P004414,-31.5093202,-60.7223459,7.5,OUT,B26,-50.62,-59.16,-59.9,-61.8,-59.17,-50.62,-51.17,-61.59,-59.99
P004415,-31.5093202,-60.7223143,7.5,OUT,B26,-50.64,-59.19,-59.92,-61.82,-59.2,-50.64,-51.19,-61.62,-60.01
P004416,-31.5093202,-60.7222826,7.5,OUT,B26,-50.67,-59.21,-59.94,-61.84,-59.22,-50.67,-51.21,-61.64,-60.03
P004417,-31.5093202,-60.722251,7.5,OUT,B26,-50.69,-59.23,-59.96,-61.87,-59.24,-50.69,-51.23,-61.66,-60.06
P004418,-31.5093202,-60.7222194,7.5,OUT,B26,-50.71,-59.25,-59.99,-61.89,-59.27,-50.71,-51.26,-61.69,-60.08
P004419,-31.5093202,-60.7221878,7.5,OUT,B26,-50.74,-59.28,-60.01,-61.91,-59.29,-50.74,-51.28,-61.71,-60.1
P004420,-31.5093202,-60.7221562,7.5,OUT,B26,-50.76,-59.3,-60.03,-61.94,-59.31,-50.76,-51.3,-61.73,-60.12
P004421,-31.5093202,-60.7221246,7.5,OUT,B26,-50.79,-59.32,-60.06,-61.96,-59.33,-50.79,-51.33,-61.75,-60.15
P004422,-31.5093202,-60.722093,7.5,OUT,B26,-50.81,-59.35,-60.08,-61.98,-59.36,-50.81,-51.35,-61.78,-60.17
P004423,-31.5093202,-60.7220614,7.5,OUT,B26,-50.84,-59.37,-60.1,-62.01,-59.38,-50.84,-51.37,-61.8,-60.19
P004424,-31.5093202,-60.7220298,7.5,OUT,B26,-50.86,-59.39,-60.13,-62.03,-59.4,-50.86,-51.4,-61.82,-60.22
P004425,-31.5093202,-60.7219982,7.5,OUT,B26,-50.88,-59.42,-60.15,-62.05,-59.43,-50.88,-51.42,-61.85,-60.24
P004426,-31.5093202,-60.7219665,7.5,OUT,B26,-50.91,-59.44,-60.17,-62.08,-59.45,-50.91,-51.44,-61.87,-60.26
P004427,-31.5093202,-60.7219349,7.5,OUT,B26,-50.93,-59.46,-60.2,-62.1,-59.48,-50.93,-51.47,-61.9,-60.29
P004428,-31.5093202,-60.7219033,7.5,OUT,B26,-50.96,-59.49,-60.22,-62.12,-59.5,-50.96,-51.49,-61.92,-60.31
P004429,-31.5093202,-60.7218717,7.5,OUT,B26,-50.98,-59.51,-60.24,-62.15,-59.52,-50.98,-51.51,-61.94,-60.34
P004430,-31.5093202,-60.7218401,7.5,OUT,B26,-51.01,-59.54,-60.27,-62.17,-59.55,-51.01,-51.54,-61.97,-60.36
P004431,-31.5093202,-60.7218085,7.5,OUT,B26,-51.03,-59.56,-60.29,-62.2,-59.57,-51.03,-51.56,-61.99,-60.38
P004432,-31.5093202,-60.7217769,7.5,OUT,B26,-51.06,-59.58,-60.32,-62.22,-59.59,-51.06,-51.59,-62.01,-60.41
P004433,-31.5093202,-60.7217453,7.5,OUT,B26,-51.08,-59.61,-60.34,-62.24,-59.62,-51.08,-51.61,-62.04,-60.43
P004434,-31.5093202,-60.7217137,7.5,OUT,B26,-51.11,-59.63,-60.36,-62.27,-59.64,-51.11,-51.63,-62.06,-60.45
P004435,-31.5093202,-60.7216821,7.5,OUT,B26,-51.13,-59.65,-60.39,-62.29,-59.67,-51.13,-51.66,-62.09,-60.48
P004436,-31.5093202,-60.7216504,7.5,OUT,B26,-51.16,-59.68,-60.41,-62.31,-59.69,-51.16,-51.68,-62.11,-60.5
P004437,-31.5093202,-60.7216188,7.5,OUT,B26,-51.18,-59.7,-60.44,-62.34,-59.71,-51.18,-51.71,-62.13,-60.53
P004438,-31.5093202,-60.7215872,7.5,OUT,B26,-51.21,-59.73,-60.46,-62.36,-59.74,-51.21,-51.73,-62.16,-60.55
P004439,-31.5093202,-60.7215556,7.5,OUT,B26,-51.23,-59.75,-60.48,-62.39,-59.76,-51.23,-51.75,-62.18,-60.57
P004440,-31.5093202,-60.721524,7.5,OUT,B26,-51.26,-59.78,-60.51,-62.41,-59.79,-51.26,-51.78,-62.21,-60.6
P004441,-31.5093202,-60.7214924,7.5,OUT,B26,-51.29,-59.8,-60.53,-62.44,-59.81,-51.29,-51.8,-62.23,-60.62
P004442,-31.5093202,-60.7214608,7.5,OUT,B26,-51.31,-59.82,-60.56,-62.46,-59.83,-51.31,-51.83,-62.25,-60.65
P004443,-31.5093202,-60.7214292,7.5,OUT,B26,-51.34,-59.85,-60.58,-62.48,-59.86,-51.34,-51.85,-62.28,-60.67
P004444,-31.5093202,-60.7213976,7.5,OUT,B26,-51.36,-59.87,-60.6,-62.51,-59.88,-51.36,-51.87,-62.3,-60.7
P004445,-31.5093202,-60.721366,7.5,OUT,B26,-51.39,-59.9,-60.63,-62.53,-59.91,-51.39,-51.9,-62.33,-60.72
