point_id,lat,lon,z_m,status,banda_max,rx_max_dbm,rx_B2,rx_B4,rx_B7,rx_B25,rx_B26,rx_B28,rx_B41,rx_B66
P002112,-31.5098592,-60.7203544,7.5,OUT,B26,-51.71,-60.18,-60.91,-62.81,-60.19,-51.71,-52.18,-62.61,-61.0
P002113,-31.5098592,-60.7203228,7.5,OUT,B26,-51.74,-60.2,-60.94,-62.84,-60.21,-51.74,-52.21,-62.63,-61.03
P002114,-31.5098592,-60.7202912,7.5,OUT,B26,-51.76,-60.23,-60.96,-62.87,-60.24,-51.76,-52.23,-62.66,-61.05
P002115,-31.5098592,-60.7202596,7.5,OUT,B26,-51.79,-60.26,-60.99,-62.89,-60.27,-51.79,-52.26,-62.69,-61.08
P002116,-31.5098592,-60.720228,7.5,OUT,B26,-51.82,-60.28,-61.02,-62.92,-60.29,-51.82,-52.29,-62.71,-61.11
P002117,-31.5098592,-60.7201964,7.5,OUT,B26,-51.85,-60.31,-61.04,-62.95,-60.32,-51.85,-52.31,-62.74,-61.13
P002118,-31.5098592,-60.7201648,7.5,OUT,B26,-51.88,-60.34,-61.07,-62.97,-60.35,-51.88,-52.34,-62.77,-61.16
P002119,-31.5098592,-60.7201332,7.5,OUT,B26,-51.91,-60.36,-61.1,-63.0,-60.37,-51.91,-52.37,-62.79,-61.19
P002120,-31.5098592,-60.7201015,7.5,OUT,B26,-51.94,-60.39,-61.12,-63.03,-60.4,-51.94,-52.39,-62.82,-61.21
P002121,-31.5098592,-60.7200699,7.5,OUT,B26,-51.97,-60.42,-61.15,-63.05,-60.43,-51.97,-52.42,-62.85,-61.24
P002122,-31.5098592,-60.7200383,7.5,OUT,B26,-52.0,-60.44,-61.18,-63.08,-60.45,-52.0,-52.44,-62.87,-61.27
P002123,-31.5098592,-60.7200067,7.5,OUT,B26,-52.02,-60.47,-61.2,-63.11,-60.48,-52.02,-52.47,-62.9,-61.29
P002124,-31.5098592,-60.7199751,7.5,OUT,B26,-52.05,-60.5,-61.23,-63.13,-60.51,-52.05,-52.5,-62.93,-61.32
P002125,-31.5098592,-60.7199435,7.5,OUT,B26,-52.08,-60.52,-61.25,-63.16,-60.53,-52.08,-52.52,-62.95,-61.35
P002126,-31.5098592,-60.7199119,7.5,OUT,B26,-52.11,-60.55,-61.28,-63.18,-60.56,-52.11,-52.55,-62.98,-61.37
P002127,-31.5098592,-60.7198803,7.5,OUT,B26,-52.14,-60.57,-61.31,-63.21,-60.58,-52.14,-52.58,-63.0,-61.4
P002128,-31.5098592,-60.7198487,7.5,OUT,B26,-52.17,-60.6,-61.33,-63.24,-60.61,-52.17,-52.6,-63.03,-61.42
P002129,-31.5098592,-60.7198171,7.5,OUT,B26,-52.19,-60.63,-61.36,-63.26,-60.64,-52.19,-52.63,-63.06,-61.45
P002130,-31.5098592,-60.7197854,7.5,OUT,B26,-52.22,-60.65,-61.38,-63.29,-60.66,-52.22,-52.65,-63.08,-61.47
P002131,-31.5098592,-60.7197538,7.5,OUT,B26,-52.25,-60.68,-61.41,-63.31,-60.69,-52.25,-52.68,-63.11,-61.5
P002132,-31.5098592,-60.7197222,7.5,OUT,B26,-52.28,-60.7,-61.44,-63.34,-60.71,-52.28,-52.7,-63.13,-61.53
P002133,-31.5098592,-60.7196906,7.5,OUT,B26,-52.31,-60.73,-61.46,-63.36,-60.74,-52.31,-52.73,-63.16,-61.55
P002134,-31.5098592,-60.719659,7.5,OUT,B26,-52.34,-60.75,-61.49,-63.39,-60.76,-52.34,-52.76,-63.18,-61.58
P002135,-31.5098592,-60.7196274,7.5,OUT,B26,-52.36,-60.78,-61.51,-63.42,-60.79,-52.36,-52.78,-63.21,-61.6
P002148,-31.5098592,-60.7192165,7.5,OUT,B26,-52.72,-61.1,-61.84,-63.74,-61.11,-52.72,-53.11,-63.53,-61.93
P002149,-31.5098592,-60.7191848,7.5,OUT,B26,-52.75,-61.13,-61.86,-63.76,-61.14,-52.75,-53.13,-63.56,-61.95
P002150,-31.5098592,-60.7191532,7.5,OUT,B26,-52.78,-61.15,-61.88,-63.79,-61.16,-52.78,-53.15,-63.58,-61.98
P002151,-31.5098592,-60.7191216,7.5,OUT,B26,-52.81,-61.18,-61.91,-63.81,-61.19,-52.81,-53.18,-63.61,-62.0
P002152,-31.5098592,-60.71909,7.5,OUT,B26,-52.83,-61.2,-61.93,-63.84,-61.21,-52.83,-53.2,-63.63,-62.02
P002153,-31.5098592,-60.7190584,7.5,OUT,B26,-52.86,-61.22,-61.96,-63.86,-61.24,-52.86,-53.23,-63.66,-62.05
P002154,-31.5098592,-60.7190268,7.5,OUT,B26,-52.89,-61.25,-61.98,-63.89,-61.26,-52.89,-53.25,-63.68,-62.07
P002155,-31.5098592,-60.7189952,7.5,OUT,B26,-52.91,-61.27,-62.01,-63.91,-61.28,-52.91,-53.28,-63.7,-62.1
P002156,-31.5098592,-60.7189636,7.5,OUT,B26,-52.94,-61.3,-62.03,-63.93,-61.31,-52.94,-53.3,-63.73,-62.12
P002157,-31.5098592,-60.718932,7.5,OUT,B26,-52.97,-61.32,-62.05,-63.96,-61.33,-52.97,-53.32,-63.75,-62.14
P002158,-31.5098323,-60.7227252,7.5,OUT,B26,-49.55,-58.11,-58.84,-60.75,-58.12,-49.55,-50.11,-60.54,-58.94
P002159,-31.5098323,-60.7226936,7.5,OUT,B26,-49.58,-58.14,-58.87,-60.77,-58.15,-49.58,-50.14,-60.57,-58.96
P002160,-31.5098323,-60.722662,7.5,OUT,B26,-49.61,-58.17,-58.9,-60.8,-58.18,-49.61,-50.17,-60.6,-58.99
P002161,-31.5098323,-60.7226304,7.5,OUT,B26,-49.63,-58.19,-58.93,-60.83,-58.2,-49.63,-50.19,-60.62,-59.02
P002162,-31.5098323,-60.7225987,7.5,OUT,B26,-49.66,-58.22,-58.95,-60.86,-58.23,-49.66,-50.22,-60.65,-59.04
P002163,-31.5098323,-60.7225671,7.5,OUT,B26,-49.69,-58.25,-58.98,-60.88,-58.26,-49.69,-50.25,-60.68,-59.07
P002164,-31.5098323,-60.7225355,7.5,OUT,B26,-49.72,-58.27,-59.01,-60.91,-58.29,-49.72,-50.28,-60.71,-59.1
P002165,-31.5098323,-60.7225039,7.5,OUT,B26,-49.75,-58.3,-59.03,-60.94,-58.31,-49.75,-50.3,-60.73,-59.13
P002166,-31.5098323,-60.7224723,7.5,OUT,B26,-49.77,-58.33,-59.06,-60.97,-58.34,-49.77,-50.33,-60.76,-59.15
P002167,-31.5098323,-60.7224407,7.5,OUT,B26,-49.8,-58.36,-59.09,-60.99,-58.37,-49.8,-50.36,-60.79,-59.18
P002168,-31.5098323,-60.7224091,7.5,OUT,B26,-49.83,-58.38,-59.12,-61.02,-58.4,-49.83,-50.39,-60.82,-59.21
P002169,-31.5098323,-60.7223775,7.5,OUT,B26,-49.86,-58.41,-59.14,-61.05,-58.42,-49.86,-50.41,-60.84,-59.24
P002170,-31.5098323,-60.7223459,7.5,OUT,B26,-49.89,-58.44,-59.17,-61.08,-58.45,-49.89,-50.44,-60.87,-59.26
P002171,-31.5098323,-60.7223143,7.5,OUT,B26,-49.92,-58.47,-59.2,-61.1,-58.48,-49.92,-50.47,-60.9,-59.29
P002172,-31.5098323,-60.7222826,7.5,OUT,B26,-49.94,-58.5,-59.23,-61.13,-58.51,-49.94,-50.5,-60.93,-59.32
P002173,-31.5098323,-60.722251,7.5,OUT,B26,-49.97,-58.52,-59.26,-61.16,-58.54,-49.97,-50.53,-60.96,-59.35
P002174,-31.5098323,-60.7222194,7.5,OUT,B26,-50.0,-58.55,-59.29,-61.19,-58.56,-50.0,-50.55,-60.98,-59.38
P002175,-31.5098323,-60.7221878,7.5,OUT,B26,-50.03,-58.58,-59.31,-61.22,-58.59,-50.03,-50.58,-61.01,-59.4
P002176,-31.5098323,-60.7221562,7.5,OUT,B26,-50.06,-58.61,-59.34,-61.25,-58.62,-50.06,-50.61,-61.04,-59.43
P002177,-31.5098323,-60.7221246,7.5,OUT,B26,-50.09,-58.64,-59.37,-61.27,-58.65,-50.09,-50.64,-61.07,-59.46
P002178,-31.5098323,-60.722093,7.5,OUT,B26,-50.12,-58.67,-59.4,-61.3,-58.68,-50.12,-50.67,-61.1,-59.49
P002179,-31.5098323,-60.7220614,7.5,OUT,B26,-50.15,-58.69,-59.43,-61.33,-58.71,-50.15,-50.7,-61.13,-59.52
P002180,-31.5098323,-60.7220298,7.5,OUT,B26,-50.17,-58.72,-59.46,-61.36,-58.73,-50.17,-50.73,-61.15,-59.55
P002181,-31.5098323,-60.7219982,7.5,OUT,B26,-50.2,-58.75,-59.48,-61.39,-58.76,-50.2,-50.75,-61.18,-59.57
P002182,-31.5098323,-60.7219665,7.5,OUT,B26,-50.23,-58.78,-59.51,-61.42,-58.79,-50.23,-50.78,-61.21,-59.6
P002183,-31.5098323,-60.7219349,7.5,OUT,B26,-50.26,-58.81,-59.54,-61.44,-58.82,-50.26,-50.81,-61.24,-59.63
P002184,-31.5098323,-60.7219033,7.5,OUT,B26,-50.29,-58.84,-59.57,-61.47,-58.85,-50.29,-50.84,-61.27,-59.66
P002185,-31.5098323,-60.7218717,7.5,OUT,B26,-50.32,-58.86,-59.6,-61.5,-58.87,-50.32,-50.87,-61.29,-59.69
P002186,-31.5098323,-60.7218401,7.5,OUT,B26,-50.35,-58.89,-59.62,-61.53,-58.9,-50.35,-50.89,-61.32,-59.72
P002187,-31.5098323,-60.7218085,7.5,OUT,B26,-50.38,-58.92,-59.65,-61.56,-58.93,-50.38,-50.92,-61.35,-59.74
P002188,-31.5098323,-60.7217769,7.5,OUT,B26,-50.41,-58.95,-59.68,-61.58,-58.96,-50.41,-50.95,-61.38,-59.77
P002189,-31.5098323,-60.7217453,7.5,OUT,B26,-50.44,-58.98,-59.71,-61.61,-58.99,-50.44,-50.98,-61.41,-59.8
P002190,-31.5098323,-60.7217137,7.5,OUT,B26,-50.47,-59.01,-59.74,-61.64,-59.02,-50.47,-51.01,-61.44,-59.83
P002191,-31.5098323,-60.7216821,7.5,OUT,B26,-50.5,-59.03,-59.77,-61.67,-59.04,-50.5,-51.04,-61.46,-59.86
P002192,-31.5098323,-60.7216504,7.5,OUT,B26,-50.53,-59.06,-59.79,-61.7,-59.07,-50.53,-51.06,-61.49,-59.89
P002197,-31.5098323,-60.7214924,7.5,OUT,B26,-50.67,-59.2,-59.94,-61.84,-59.21,-50.67,-51.21,-61.63,-60.03
P002198,-31.5098323,-60.7214608,7.5,OUT,B26,-50.7,-59.23,-59.96,-61.87,-59.24,-50.7,-51.23,-61.66,-60.06
P002199,-31.5098323,-60.7214292,7.5,OUT,B26,-50.73,-59.26,-59.99,-61.9,-59.27,-50.73,-51.26,-61.69,-60.08
P002200,-31.5098323,-60.7213976,7.5,OUT,B26,-50.76,-59.29,-60.02,-61.92,-59.3,-50.76,-51.29,-61.72,-60.11
P002201,-31.5098323,-60.721366,7.5,OUT,B26,-50.79,-59.32,-60.05,-61.95,-59.33,-50.79,-51.32,-61.75,-60.14
P002206,-31.5098323,-60.7212079,7.5,OUT,B26,-50.94,-59.46,-60.19,-62.09,-59.47,-50.94,-51.46,-61.89,-60.28
P002207,-31.5098323,-60.7211763,7.5,OUT,B26,-50.97,-59.49,-60.22,-62.12,-59.5,-50.97,-51.49,-61.92,-60.31
P002208,-31.5098323,-60.7211447,7.5,OUT,B26,-51.0,-59.51,-60.25,-62.15,-59.52,-51.0,-51.52,-61.94,-60.34
P002209,-31.5098323,-60.7211131,7.5,OUT,B26,-51.03,-59.54,-60.27,-62.18,-59.55,-51.03,-51.54,-61.97,-60.37
P002210,-31.5098323,-60.7210815,7.5,OUT,B26,-51.06,-59.57,-60.3,-62.21,-59.58,-51.06,-51.57,-62.0,-60.39
P002211,-31.5098323,-60.7210498,7.5,OUT,B26,-51.09,-59.6,-60.33,-62.23,-59.61,-51.09,-51.6,-62.03,-60.42
P002212,-31.5098323,-60.7210182,7.5,OUT,B26,-51.12,-59.63,-60.36,-62.26,-59.64,-51.12,-51.63,-62.06,-60.45
P002213,-31.5098323,-60.7209866,7.5,OUT,B26,-51.15,-59.65,-60.39,-62.29,-59.66,-51.15,-51.66,-62.08,-60.48
P002214,-31.5098323,-60.720955,7.5,OUT,B26,-51.18,-59.68,-60.41,-62.32,-59.69,-51.18,-51.68,-62.11,-60.5
